"Actual","Predicted"
0,0.869176084099869
3.837,2.97343311036789
2.166,2.01566033057851
2.364,2.71643685419059
0,0.869176084099869
2.423,2.71643685419059
3.067,2.94527826086957
2.012,1.52612765957447
0,2.01566033057851
3.136,2.97343311036789
0,0.869176084099869
0,0.869176084099869
0,0.836352459016393
4.397,3.33469386038688
0,2.94527826086957
0,2.01566033057851
2.083,2.71643685419059
2.758,2.94527826086957
0,2.97343311036789
0,0.920710059171598
0,2.70264102564103
0,0.869176084099869
3.728,2.71643685419059
0,0.869176084099869
3.093,0.869176084099869
4.081,2.71643685419059
2.358,2.71643685419059
4.144,2.94527826086957
0,2.94527826086957
0,2.94527826086957
2.241,2.94919122257053
0,2.01566033057851
2.85,1.29925222551929
2.481,3.33469386038688
4.988,2.01566033057851
4.341,2.71643685419059
2.07,0.869176084099869
3.425,3.39736885245902
0,1.52612765957447
2.314,2.01566033057851
4.409,2.71643685419059
0,1.29925222551929
0,0.869176084099869
2.169,2.71643685419059
2.019,2.01566033057851
0,2.01566033057851
1.555,2.01566033057851
2.568,2.71643685419059
3.964,2.71643685419059
4.34,3.33469386038688
1.684,2.71643685419059
0,3.33469386038688
4.011,2.71643685419059
3.905,2.94527826086957
3.348,1.52612765957447
2.621,1.29925222551929
4.834,2.94919122257053
3.71,2.71643685419059
0,0.869176084099869
3.081,2.94527826086957
3.845,3.33469386038688
1.559,2.01566033057851
0,0.869176084099869
2.527,2.71643685419059
0,1.52612765957447
0,2.71643685419059
4.41,2.94919122257053
4.771,0.920710059171598
4.239,2.71643685419059
3.527,2.94919122257053
0,3.39736885245902
0,0.869176084099869
2.738,2.01566033057851
4.805,2.71643685419059
0,1.29925222551929
1.548,2.94919122257053
4.687,0.920710059171598
2.262,2.01566033057851
4.196,2.97343311036789
2.675,2.71643685419059
1.6,2.71643685419059
1.249,0.836352459016393
0,0
2.286,2.71643685419059
4.839,2.01566033057851
2.397,2.71643685419059
3.856,3.33469386038688
3.681,2.94527826086957
3.921,3.33469386038688
0,2.71643685419059
3.624,1.29925222551929
0,1.52612765957447
2.793,2.01566033057851
3.615,2.94527826086957
2.393,2.71643685419059
3.68,1.52612765957447
3.65,3.33469386038688
2.302,2.71643685419059
2.243,2.71643685419059
3.887,2.97343311036789
4.019,2.94527826086957
0,0.920710059171598
3.686,2.01566033057851
0,2.71643685419059
0,1.52612765957447
3.26,2.94919122257053
4.587,3.33469386038688
1.795,2.01566033057851
4.212,3.47352258064516
3.126,2.70264102564103
0,2.71643685419059
4.732,2.71643685419059
2.403,2.94919122257053
2.91,2.94527826086957
0,1.52612765957447
0,1.29925222551929
3.104,2.71643685419059
4.186,3.47352258064516
4.553,2.71643685419059
4.444,2.97343311036789
4.075,2.71643685419059
3.412,2.71643685419059
0,0.869176084099869
2.825,2.01566033057851
1.842,2.01566033057851
1.853,2.71643685419059
0,0.869176084099869
2.982,1.52612765957447
2.035,2.71643685419059
2.376,2.94919122257053
0,2.97343311036789
0,0.869176084099869
0,0.869176084099869
0,1.29925222551929
2.04,2.97343311036789
2.915,2.71643685419059
2.689,0.869176084099869
3.823,2.94527826086957
0,3.33469386038688
1.855,1.29925222551929
0,0.920710059171598
0,2.01566033057851
1.527,1.29925222551929
1.672,2.71643685419059
3.432,3.33469386038688
1.394,2.01566033057851
0,0.869176084099869
3.249,3.33469386038688
0,2.01566033057851
3,2.71643685419059
1.819,2.01566033057851
2.288,2.71643685419059
4.993,2.70264102564103
4.69,3.33469386038688
4.285,3.33469386038688
4.897,2.71643685419059
0,1.29925222551929
3.546,3.39736885245902
4.995,2.01566033057851
1.659,2.71643685419059
4.401,2.71643685419059
0,2.71643685419059
3.568,3.33469386038688
4.582,0.869176084099869
4.013,2.71643685419059
4.753,2.71643685419059
0,3.33469386038688
0,0.920710059171598
0,2.70264102564103
0,2.01566033057851
4.167,2.71643685419059
2.743,0.869176084099869
2.503,2.97343311036789
0,1.29925222551929
3.665,2.71643685419059
4.843,2.01566033057851
3.426,0.869176084099869
4.062,2.94919122257053
3.779,3.33469386038688
1.77,0.869176084099869
4.974,2.94919122257053
2.805,2.97343311036789
3.317,2.94527826086957
3.406,2.71643685419059
0,0.869176084099869
0,0.869176084099869
0,1.52612765957447
4.643,0.836352459016393
3.596,3.33469386038688
2.595,1.52612765957447
4.051,2.71643685419059
4.713,3.33469386038688
1.197,2.01566033057851
0,2.94527826086957
4.08,2.71643685419059
0,2.01566033057851
4.973,2.71643685419059
3.025,2.71643685419059
0,0.869176084099869
4.575,2.97343311036789
2.089,2.71643685419059
4.506,3.33469386038688
4.911,2.94527826086957
4.356,2.71643685419059
3.79,1.29925222551929
3.824,2.71643685419059
0,3.33469386038688
0,0.920710059171598
0,2.01566033057851
1.847,2.97343311036789
3.805,0.869176084099869
4.393,2.01566033057851
4.588,3.33469386038688
0,2.71643685419059
4.693,3.33469386038688
0,0.869176084099869
3.769,2.71643685419059
4.024,2.94527826086957
3.957,2.71643685419059
0,2.01566033057851
3.611,3.33469386038688
4.85,3.33469386038688
3.415,2.01566033057851
4.008,2.97343311036789
4.16,2.71643685419059
3.861,2.94527826086957
0,2.94527826086957
0,0.869176084099869
0,2.71643685419059
2.869,2.94527826086957
4.394,2.71643685419059
0,2.71643685419059
2.361,3.33469386038688
3.625,3.33469386038688
0,0.836352459016393
4.412,2.71643685419059
4.05,2.97343311036789
4.486,2.71643685419059
3.867,2.94527826086957
3.064,3.33469386038688
3.168,3.47352258064516
4.525,2.94919122257053
0,0.920710059171598
3.532,2.01566033057851
2.749,2.94527826086957
0,0
3.298,3.39736885245902
3.28,2.94527826086957
0,0.869176084099869
3.928,2.71643685419059
2.521,2.71643685419059
4.349,3.33469386038688
2.559,3.33469386038688
3.087,3.33469386038688
2.018,2.71643685419059
4.061,2.97343311036789
3.102,3.33469386038688
0,0.869176084099869
2.646,2.01566033057851
4.89,2.71643685419059
3.976,2.71643685419059
0,1.29925222551929
3.163,2.71643685419059
4.546,3.33469386038688
3.394,3.33469386038688
0,0.869176084099869
1.738,0.920710059171598
1.662,2.01566033057851
0,0
2.343,2.71643685419059
4.433,2.71643685419059
2.376,2.71643685419059
4.662,2.01566033057851
4.824,2.97343311036789
4.413,2.94527826086957
0,0
3.85,2.94527826086957
2.464,2.94527826086957
3.811,0.836352459016393
4.157,2.71643685419059
3.076,3.33469386038688
2.947,2.71643685419059
4.526,3.33469386038688
3.615,2.94527826086957
0,0.836352459016393
2.826,3.33469386038688
4.61,0.920710059171598
2.403,2.70264102564103
3.935,3.47352258064516
4.571,2.97343311036789
