"Actual","Predicted"
2.476,1.91546234083909
2.362,2.51373740862077
0,2.11861017355419
3.024,2.46099101836604
0,2.66482762426616
3.645,3.36310426598228
4.654,2.42803588956419
3.471,2.66097996924853
3.942,2.47160118311041
2.483,3.08454935807413
4.045,2.43542575690069
4.619,1.76415717785041
4.697,2.341184828129
3.62,2.79071431022236
0,2.37587352918837
4.572,2.14431274043407
3.413,1.85296890768839
4.278,2.44131769729896
4.598,2.36527021499897
4.362,2.53453480160184
1.545,2.78256113715266
2.083,2.71987848125303
3.76,3.28443488712335
2.703,3.3233459486762
0,0.469872192945086
2.704,3.05477260005329
4.106,2.4826944199961
3.601,2.47944993943487
0,1.27568244074175
3.043,2.66217491590068
2.185,2.34023695058439
3.389,407.751702702506
4.212,2.4122614837791
0,2.0134966337652
0,1.87479131551271
3.529,2.45722255562583
3.908,2.41515424629063
3.381,2.44458193845185
2.76,3.41932729179802
0,2.08910178037418
1.691,2.29597053978574
0,2.06791888339728
3.966,3.84187621122641
0,1.12484738037141
1.825,2.4875425728268
4.029,2.49179729950522
0,2.34731310691595
2.871,2.63902847959125
2.37,2.60128732750009
0,1.85067085949807
0,2.80129640459868
3.773,2.46439867776138
4.013,2.68970348542621
4.384,2.52034376703136
4.619,3.23278327638135
0,1.98297173098135
0,2.39387400089989
3.579,3.27308814512287
3.754,1.86479499567574
3.43,1.75774347936637
2.791,2.51043740764333
2.903,2.53474298230427
0,2.65710090997016
2.874,2.22780277521773
3.23,2.61592488945364
1.795,2.79882065882698
1.672,3.29546576552281
3.017,3.29476637787403
0,1.98677425348647
1.944,2.22413953866347
2.732,3.76887417345916
4.808,2.33861422265838
2.513,2.30426433410723
2.724,2.63777296549264
4.275,2.39901290937813
2.787,3.24844061412272
4.027,2.60371506093822
4.694,1.95256552580878
0,2.27007027471252
3.133,2.4779038560841
0,2.38868175057875
0,2.20500727930953
3.847,2.42914297783737
2.941,2.68321821989394
2.132,1.93185855390512
4.408,2.46981584178298
4.139,2.37108837774451
3.558,2.49707123745546
0,1.36210966669465
4.068,2.27803693651612
2.796,2.43642233591464
4.356,2.40760037065978
3.291,2.46075240985128
4.076,2.51847679700937
0,2.42941968802533
0,2.4931009317419
1.562,2.55489022159382
1.984,2.53486166848214
0,2.32301942051519
3.234,2.82874113224632
2.588,2.64778032925843
0,1.82957584912309
4.431,2.74856434806457
4.518,2.77744040557482
2.936,2.7894659963915
2.167,2.56638243611024
4.712,2.11420553912217
3.126,1.72259862769797
0,1.67930572817123
4.739,2.30325282221633
3.436,2.2237678730743
1.133,2.4363565027896
0,2.4926621915634
4.391,2.65246187453373
1.951,2.68891569831353
0,2.73962938017783
0,2.27736976646971
3.233,2.53962163272925
1.961,2.70888284029225
2.828,2.521036950329
2.464,2.29005851354538
0,2.36536161586937
3.85,2.4932246203408
4.152,2.50860956746299
2.02,2.36620500537303
3.696,2.56603875025436
3.983,2.36635290060405
0,1.65852528243854
3.902,2.43501491206637
4.871,2.71023857416638
1.259,2.59640656492992
4.955,2.01949845259544
3.157,2.68298410630914
3.491,1.86021946340254
4.56,2.26976650892005
3.848,2.15146904309531
3.236,2.30118897048621
3.368,2.95449520272261
0,0.921677693992125
1.032,2.18204995566784
0,2.41031229341239
4.189,2.44109430085917
0,2.44650048511676
1.746,2.80020245521506
2.689,2.37896223363996
2.494,2.52811699085514
4.602,2.07193108040405
4.665,2.28723115344046
0,1.58455145819751
1.538,2.43107357003108
2.425,2.6867879450824
4.854,2.68174210593735
3.682,2.67082005467011
3.532,2.27120917380055
4.118,2.49004468410999
0,1.92791464338943
3.511,2.50363700180881
3.477,2.56313359108476
3.425,2.59342601817536
0,2.59291320782617
2.748,2.81685160803696
1.938,2.34560502323331
4.533,2.52297766254487
3.125,2.33435506795327
2.787,2.4585050384094
4.128,2.37003633898568
4.05,2.69918196078675
2.424,2.07928069688158
0,2.66391156349491
4.569,2.39208975280987
2.589,2.59404490512996
0,1.43660391109134
2.651,2.58511758434781
0,1.73967972449637
0,2.07457478897501
2.043,2.5761420518223
3.766,2.47588371676457
2.476,4.25159966442211
2.403,2.25502835433522
4.097,2.55281355577511
3.214,2.46440467492998
4.749,2.62063562479951
2.764,3.0228370626471
2.719,2.59276959043
3.82,2.38895444400877
2.016,1.70853199167245
0,1.82861180205105
3.776,2.99244636236529
1.676,2.37445747831106
3.065,2.84676785599334
1.469,2.35880775945548
1.716,2.75314426071559
3.831,2.09027761164126
4.55,1.75679658443795
0,1.61182603511334
4.086,2.66232833899161
0,2.25408557057377
1.359,2.03811015704152
2.667,2.55547927321447
2.679,2.25840077770703
4.447,2.37271599830591
4.332,2.77153673425139
4.205,2.97713498641714
3.778,3.41115469308163
3.202,2.22445637331263
0,2.07995313715134
3.97,2.63592393752746
0,2.32516847071544
2.672,2.24502331483892
2.845,2.88998163733596
0,-888.384701952712
2.611,2.51901924598568
2.832,2.54845009712559
2.322,3.05568045017439
2.737,2.18171727450781
4.394,2.4453029900554
4.95,2.61644907005581
2.229,2.76026970352993
3.863,2.4864570903233
3.431,3.20635556857235
0,1.2632689260348
2.46,2.64633170920215
3.907,2.65923547051129
3.826,2.43292579639687
4.906,2.42467205010312
2.973,2.3381578767463
3.871,2.99140610449002
3.784,2.14077576788874
3.926,2.39958833585048
2.169,2.65590130366194
4.63,2.56679465956557
4.394,2.22766288318435
3.402,2.2223118092487
3.241,2.85289460284599
1.672,2.50757787111979
1.527,2.56936318566938
4.329,2.46544079049846
0,2.45886102259205
1.805,2.51540732432916
3.221,2.5274144057772
4.478,2.42761900058569
0,1.61230430320369
0,1.73649254373867
0,2.37820199502629
4.613,2.29118730814021
1.466,2.66522010553361
0,2.01718231299054
3.835,2.51666930117304
4.943,2.28028611118564
3.099,2.61913912371746
4.183,2.40528590120117
0,2.21586401808461
3.284,2.51219266181756
4.877,2.62730881816498
3.214,2.69320562637881
4.409,2.30106097124003
0,2.63481572825081
0,2.93363709789058
1.982,1.5484678618851
0,0.925151348140383
3.424,2.56589343147275
2.742,2.37762977583534
3.321,2.57681030255057
2.175,2.49046950729335
2.67,2.95178627389653
0,2.50910547562145
2.453,2.37301441397927
0,2.41390501082814
0,2.37294024004747
0,2.24874556021108
0,2.45289771336469
4.834,2.78056368541541
1.527,2.37431278561514
0,1.80571565735943
0,1.89937693436664
4.377,2.51140190368946
1.007,2.37839512769583
3.487,2.55909060527651
4.139,2.46425158049482
0,1.93510397732721
0,2.15802752268872
3.826,2.62870014060153
3.583,2.61381881263383
2.349,2.30819968265225
4.61,2.69520387188331
0,1.49051330921367
4.803,2.07317169728786
3.663,2.60746078756676
0,2.15238814120153
3.851,2.42647215415986
2.811,2.66752497914566
2.332,2.6421808490886
1.77,2.81907204657419
4.623,2.55991316363448
4.651,2.27844375568492
3.866,2.47195670435697
0,1.57587950634765
1.315,2.15257844475667
0,1.66847232248132
0,1.85824384768896
3.63,1.93862246346952
3.024,2.43465679355232
3.896,2.99051830257256
4.747,2.76375465484595
4.65,2.57366415122619
0,1.67259030294132
3.25,2.06101274094715
0,1.21488483975625
4.137,2.40356142704155
3.43,2.60941417880674
2.03,2.7794006256681
4.335,2.84248949016827
1.508,2.34766742232678
1.589,2.61319105609929
4.34,3.12851962473465
3.555,3.04695593595452
1.485,2.44476705325338
0,1.55449884437886
2.668,2.59398189244632
2.383,2.53332441779772
0,2.41829097266931
3.458,2.55663128995863
3.561,2.69863290162844
0,1.16313433067345
0,1.6215139656919
4.572,2.88463193430576
0,2.64678350417925
0,2.17034623830322
2.503,2.76104432281207
0,1.13155308830465
4.044,2.23467003619388
0,2.5863008329959
2.241,2.17426579937212
0,1.70006890047316
4.266,2.48335746069414
0,2.10785836671469
2.934,2.53433284386601
2.363,2.36007662426475
0,2.28048428070087
4.841,2.83428453039601
2.669,2.37420952686798
4.083,2.3807658372269
4.191,2.4717950603502
1.282,2.17199883809191
2.001,2.2879373124449
3.114,2.61226964692701
3.558,3.79648280014095
2.873,2.7289162079795
4.474,2.55682297329566
0,1.49123340436407
0,1.93328344231869
2.202,2.39427223521666
3.339,2.79065760866846
0,1.90248795773246
0,1.67020629528833
4.093,0.210852219579196
3.516,2.74710362734383
4.226,4.54753134003634
0,2.36981285199575
3.203,3.68662978470132
4.042,2.34162506456405
1.264,2.69184460426529
3.263,3.06623727549656
4.113,2.22896222285706
1.215,2.4842799796589
0,2.33944866331395
0,0.905161228886055
2.485,2.61825975376305
0,1.7305191316573
1.622,2.55707868855489
3.797,2.62463952708474
2.42,2.2172914547159
3.976,2.47022330683463
0,2.32037199024323
4.256,3.04594086564081
4.06,2.36146064605287
0,2.04628042761807
3.064,2.02902949131723
4.318,1.80773743189485
2.019,2.17484375108061
3.674,2.37254642733456
0,2.19623570335041
3.658,2.89175299987135
3.766,2.51177470386716
0,1.41390426513652
3.12,3.06883710629708
0,1.1028338547348
0,2.07913126729184
0,1.73012544030081
3.647,2.85073259012743
0,2.16776375803906
0,0.86996876263316
4.674,2.47014378774453
0,2.46540907883318
4.609,2.47540303942054
1.778,2.83318010086741
2.744,3.28797986309288
2.381,3.72842348656842
0,2.4795360590376
3.381,1.81731456894247
3.511,2.17671845345887
0,1.45797918782851
0,1.68758581834026
3.452,1.43770838208082
2.945,2.42896536816691
0,0.684930034902145
2.639,1.49162418530755
3.659,2.79527810342455
3.397,1.4322044537478
0,2.38866977278002
0,1.97532807131708
2.662,2.36989570529438
4.24,2.42300298847733
3.646,1.32508053505701
3.413,2.30018576641071
2.135,2.6510054218737
0,1.10974051076856
0,1.86142567894422
2.516,0.906318180524722
0,2.41685516289915
2.176,2.10288800346567
3.736,2.40686793343365
1.949,2.55739441015806
0,2.0540927143869
0,1.22893618742956
0,2.27020107492397
4.835,2.0307854965574
4.867,2.21463312977345
3.033,2.43605127309224
4.933,2.58313041363856
4.905,2.89397921402503
0,2.33587005690081
2.904,2.93969728561116
4.307,2.45878098082039
0,2.24538571709946
1.984,2.29431056744895
2.442,2.80088870731747
4.861,2.34721147964929
2.902,2.56454703720368
2.837,2.74269808925345
1.235,2.71631752065178
4.302,2.73121761070094
2.169,2.90918263952761
1.276,2.51231323401429
3.252,2.38729833808067
0,2.16365769401944
2.868,2.69683320198475
4.368,2.07433718612256
0,2.26995776664363
3.581,1.88902563710845
4.376,2.70118570125619
1.285,2.64453881050526
1.722,2.55615250465893
0,1.58582965177335
0,2.32720123358855
2.151,2.71471546009731
3.441,3.09147681331379
2.831,2.40528620036365
3.538,2.47740620726175
4.533,-1.00381110035151
4.443,2.55687131872233
0,1.91149629464854
2.951,2.40789064937559
3.513,2.63117581470387
4.361,2.29580296079155
2.764,2.89301088630255
3.675,3.32413589905346
4.745,2.96278995130258
3.314,2.32011477528777
0,1.83376096739539
4.527,2.43845766273342
4.64,2.48930219805528
4.772,2.37131942713921
4.21,2.70661873898074
3.734,3.153470769432
1.273,2.16820948136759
0,1.76341162782817
3.752,2.89948642333085
2.905,2.44877142404631
2.906,2.41336001487369
3.112,2.46649370777252
0,2.44514385852041
2.228,2.72750074839804
4.892,2.3855887733707
0,2.6699364708847
0,1.9036161227345
3.526,2.51872822302026
4.694,2.92305974004622
0,-0.382886615297644
0,2.3396084620082
0,2.2940923259305
0,2.47505033135873
3.053,2.51351244603508
3.378,3.51059706886192
2.819,2.29160525591838
3.67,3.33964782723155
1.634,2.30862039079698
4.007,2.5839452211175
3.431,2.81849582922459
3.693,2.16327615838741
4.128,2.50130444643039
2.882,2.68953321052981
1.366,2.3847768645189
2.823,2.67887308202667
3.957,2.34286998206382
0,2.19584505915258
0,2.47963336311925
0,1.60299333534513
2.908,2.47141724651448
0,1.83073178411397
4.949,2.5552344372825
4.453,2.69313098276021
3.132,2.46806461176878
2.81,2.63111846008618
2.192,2.17475225775339
2.19,1.98856663172494
0,1.44830036524119
0,2.70907261387336
2.193,3.18793599385486
2.837,2.37948899219272
2.002,2.29600465469925
3.822,2.56506718958234
2.043,2.55273548977915
2.343,2.02755884551152
3.566,2.69892413963539
3.406,2.48658099977351
2.252,2.61391540353604
4.247,2.69407056907611
0,1.99655660177795
3.106,2.52098738872703
0,2.65091367140309
3.971,2.41635138998337
4.089,2.57228570414043
2.406,1.580166836438
0,2.01573593793976
2.725,2.33350028233997
3.099,2.54983800782897
4.901,2.38721177121223
2.49,3.14246960851981
2.304,3.01157379887796
4.287,2.5362930871666
3.239,2.24643609430331
3.675,2.60287517051049
2.467,2.81227641051983
3.624,2.4890617729683
0,2.541730847886
4.734,2.4312961195691
0,2.4702322663303
0,0.98048395664139
4.251,2.35009622202887
0,2.4410604145885
3.826,2.4205163137652
3.432,1.88163768571128
2.281,2.69704079566445
2.169,2.39013053421828
0,2.81004327238163
4.915,2.551440744918
3.683,2.50486029442744
3.861,2.61732920113939
2.33,2.38600710667786
1.902,2.7082423211492
0,0.52610202143726
3.604,2.52763366898672
0,3.08232514708809
0,2.4987627257747
0,0.826136679659002
4.295,2.32796444929019
0,2.49188168123409
2.035,2.56294065194596
3.672,2.45625807216854
4.365,2.5378633789196
2.927,3.15160183107958
0,2.06772390149135
4.08,2.29168099864482
1.232,2.57104102404065
4.845,2.8769978701447
2.924,2.42705799455096
2.073,2.39949675858382
3.415,2.47459783219298
2.15,2.5629721628306
4.352,2.18075845924814
3.031,2.28512651954173
2.62,2.76500000360214
0,2.04825421166993
2.409,3.06995845436888
1.524,3.68920146909295
1.442,2.03269248048936
2.676,2.53956702169413
3.57,2.17217676750647
1.711,2.67540120671732
0,2.45454600233852
0,1.86762492812905
2.848,2.0666549981363
3.738,2.41147803939022
4.425,2.23262414421243
4.276,2.41851629232701
2.192,3.01247852818269
0,2.81813821504493
1.784,2.80843798664375
2.524,2.49334645594535
4.697,2.35877493600443
0,1.98792921635261
0,2.1987078161032
3.62,0.780372393180225
2.463,2.32834371966157
0,2.21933682162859
4.191,2.16065125494272
0,2.25850187023477
0,2.25157082664095
2.395,2.70367850236559
1.899,2.4338016923716
0,2.64824398153766
2.839,2.7742712375115
0,2.22570780913526
0,2.43691182937217
4.828,2.45045707018217
0,2.28040090894947
1.942,2.24781475751984
3.649,2.34556371340679
1.672,2.73742852219817
4.36,3.04312500829686
0,2.11521573912233
4.181,2.3747462617713
4.478,2.16811429763462
1.764,2.38194662361675
2.667,3.18783611065217
2.64,3.10931536154834
0,2.54491179799215
4.932,2.07132241880576
0,2.07821146331357
2.182,2.33837785990555
0,2.32159720395505
2.923,2.32982381914936
0,2.54691217838357
3.177,2.48704459437628
0,2.45568049460253
3.789,2.53967050782686
3.468,2.69223904655705
4.387,2.25937972006889
2.677,2.6638247477018
4.124,2.4604931282681
0,2.10669919632758
4.808,2.48690053419055
2.34,2.84158973217344
2.746,3.00511833224316
4.194,2.64309902182797
0,1.16439652407887
4.506,3.04773894514486
0,2.1275033525706
4.918,2.71202400117525
3.667,2.36898325482347
2.548,2.24758425964009
2.605,2.63119491111187
0,1.59631698358568
0,2.33132278942276
3.751,2.58258705871754
4.941,2.40091934347981
0.758,2.0215088627395
0,2.45473627002957
2.917,2.61127804013209
2.612,2.21674720379559
4.321,2.51336670318939
3.653,2.35466587205879
4.488,2.61614903214363
4.666,2.74655805224973
4.593,2.69639040722199
0,2.33977316418583
3.32,2.91577331570048
2.957,2.77247643778434
0,2.4745256485763
3.53,2.8409922705098
2.256,2.38619198068189
4.424,2.68897590087904
2.205,2.60236744050901
3.616,2.23598668822266
4.29,2.42981872791233
0,1.73473541717306
3.951,2.4377472474315
2.037,2.11943193866052
2.265,2.73056150607015
3.806,2.56584935650715
2.163,2.88874211391214
0,2.21534484991582
1.125,2.67420096325136
4.114,2.30135985868108
1.475,2.36895075862665
2.652,2.18477385148224
3.784,2.71279266292352
0,2.09596805339029
3.916,2.54882744918702
0,2.22012759568604
0,2.48498878048296
2.843,2.20581752027247
1.955,1.66748363566201
4.513,2.0705967731783
0,2.27884245855766
4.151,2.25135303809636
1.746,1.59946623913966
0,1.9862823871926
2.567,1.07717138406437
0,1.89114312126628
3.613,2.44790792159421
3.693,2.60307784673229
0,2.1763255819469
3.072,2.94776536194526
1.85,2.24361970734716
0,2.17646610164787
0,2.24167191015274
1.706,2.41737929403642
1.45,2.32381910879844
4.47,2.02441135119823
4.1,2.3838960537673
1.808,2.78608733997459
0,2.17730413788691
3.546,2.14079297383881
4.507,2.4652549243189
4.008,2.6874492552043
2.801,2.15998500191212
3.572,2.36648579487941
0,2.48783659968697
4.032,2.51620440651654
2.471,2.55806124974365
4.352,1.92958563721394
2.921,2.84041869558344
4.857,2.49391892677118
0,2.18382356024255
0,1.9249609172858
0,1.75040950845056
3.067,2.16944909208278
1.304,2.68130896543761
0,1.83390185411394
2.17,1.99499215995593
0,0.929115338725503
4.269,2.41809884440267
2.203,2.309563923329
4.74,3.27419040635668
0,1.91466578356239
4.113,2.68460581187888
3.799,2.72774992158708
0,2.23498550187993
0,2.19136553081712
3.944,2.72670650956134
2.351,2.76999384364331
4.143,2.47220052854579
1.11,2.35396581295622
3.214,3.41087237045953
0,2.2893956840233
3.181,2.57746751306056
4.451,2.90132410820998
0,2.32601084799575
2.815,2.4156079125655
0,2.62429196843328
3.663,2.35858045987134
0,2.40519295169398
1.918,2.64701006135371
2.81,2.2198166591863
3.574,2.45718830566109
4.589,2.58298374735793
0,2.41407048380175
1.642,2.46125398063451
4.509,2.68327091742486
3.977,2.6191310201008
3.755,2.57863770194433
1.928,2.13979242233188
2.256,3.24704252293144
2.399,3.24121677644874
0,2.43189666409633
3.162,2.33851598864574
0,2.33582909619093
0,1.3376694225294
0,2.47065090488677
2.892,3.24864409180747
3.84,3.16141242281786
1.631,2.75837629782857
0,2.31689602429495
2.767,2.58894229725391
2.521,2.34526537018971
2.728,2.48054590933761
3.426,2.26242674189522
1.773,2.71847376261517
4.194,2.12394685974568
4.942,2.45559442433373
2.325,3.29990460372297
1.529,2.93665291531513
0,1.93865956535809
3.208,2.41113925445513
4.76,2.65065053725497
0,1.41903136258522
3.98,2.64052075373288
1.36,2.09749315390852
2.416,2.57510136151194
0,1.78081938181
0,0.190017476206025
3.31,2.43479699461341
2.324,2.49326683307235
0,2.04450609771917
4.717,2.54537271065926
2.671,2.26066115713467
0,2.64296310356545
3.742,3.02001139385613
2.699,3.17533906944386
0,1.56814927553053
3.79,2.511871882787
0,2.25177285957023
0,2.32745643161567
0,-0.0188048631157001
3.06,2.44478436765422
0,2.47769897701418
2.63,2.623390314878
4.057,2.3818460714934
3.928,2.28025234677945
0,2.05733403447555
2.083,2.3501691579516
4.588,2.29174801163093
2.103,2.3816289001442
0,1.24947883302878
2.231,2.35179047995203
1.943,2.11748121136852
2.929,2.52746561347792
4.53,2.20887893869324
0,2.12443437026119
2.531,2.59738441661042
2.02,2.31533818393088
4.733,2.29160833397733
2.708,2.39170818697782
0,2.02864774197908
4.247,2.43273752377181
1.636,2.33170714264832
3.905,2.50566174970371
2.131,2.39717198144182
0,2.05133834563637
4.64,2.03585184786166
3.22,1.37125523178696
3.342,2.30177061388041
3.156,2.59749267734759
0,2.28120234584611
